StimR,ChanR,probability
S_oc-temp_lat,S_temporal_inf,0.20800000000000002
G_oc-temp_lat-fusifor,S_temporal_inf,0.184
S_collat_transv_post,S_temporal_inf,0.038
S_collat_transv_ant,S_temporal_inf,0.2625
Pole_temporal,S_temporal_inf,0.0895
G_oc-temp_med-Parahip,S_temporal_inf,0.1275
PosteroHippocampus,S_temporal_inf,0.244
Hippocampus,S_temporal_inf,0.118
AnteroHippocampus,S_temporal_inf,0.184
Amygdala,S_temporal_inf,0.1115
S_temporal_transverse,S_temporal_inf,0.153
S_temporal_inf,S_temporal_inf,0.262
G_temporal_middle,S_temporal_inf,0.22699999999999998
G_temporal_inf,S_temporal_inf,0.237
G_temp_sup-Plan_tempo,S_temporal_inf,0.1685
G_temp_sup-Plan_polar,S_temporal_inf,0.122
G_temp_sup-Lateral,S_temporal_inf,0.11000000000000001
G_temp_sup-G_T_transv,S_temporal_inf,0.11349999999999999
S_temporal_sup,S_temporal_inf,0.19
G_and_S_cingul-Ant,S_temporal_inf,0.03
G_and_S_cingul-Mid-Ant,S_temporal_inf,0.0155
G_and_S_cingul-Mid-Post,S_temporal_inf,0.013
S_cingul-Marginalis,S_temporal_inf,0.0465
G_cingul-Post-ventral,S_temporal_inf,0.1325
S_pericallosal,S_temporal_inf,0.0645
G_cingul-Post-dorsal,S_temporal_inf,0.0775
S_parieto_occipital,S_temporal_inf,0.044
S_subparietal,S_temporal_inf,0.0535
S_intrapariet_and_P_trans,S_temporal_inf,0.0445
G_pariet_inf-Angular,S_temporal_inf,0.058
G_parietal_sup,S_temporal_inf,0.0385
G_pariet_inf-Supramar,S_temporal_inf,0.08499999999999999
S_interm_prim-Jensen,S_temporal_inf,0.184
G_and_S_occipital_inf,S_temporal_inf,0.08549999999999999
G_occipital_middle,S_temporal_inf,0.08249999999999999
G_occipital_sup,S_temporal_inf,0.0905
Pole_occipital,S_temporal_inf,0.035
S_calcarine,S_temporal_inf,0.07
S_oc_middle_and_Lunatus,S_temporal_inf,0.0275
S_oc_sup_and_transversal,S_temporal_inf,0.043
S_occipital_ant,S_temporal_inf,0.202
G_front_inf-Triangul,G_temporal_middle,0.089
G_front_middle,G_temporal_middle,0.025500000000000002
G_front_sup,G_temporal_middle,0.056999999999999995
Lat_Fis-ant-Horizont,G_temporal_middle,0.0885
Lat_Fis-ant-Vertical,G_temporal_middle,0.07700000000000001
Lat_Fis-post,G_temporal_middle,0.18
S_front_inf,G_temporal_middle,0.059
S_front_middle,G_temporal_middle,0.0185
S_front_sup,G_temporal_middle,0.042
G_front_inf-Orbital,G_temporal_middle,0.10400000000000001
G_front_inf-Opercular,G_temporal_middle,0.07400000000000001
G_and_S_frontomargin,G_temporal_middle,0.036
G_orbital,G_temporal_middle,0.076
G_rectus,G_temporal_middle,0.10200000000000001
G_subcallosal,G_temporal_middle,0.1
S_orbital_lateral,G_temporal_middle,0.0385
S_orbital_med-olfact,G_temporal_middle,0.128
S_orbital-H_Shaped,G_temporal_middle,0.0685
S_suborbital,G_temporal_middle,0.068
S_circular_insula_sup,G_temporal_middle,0.0995
S_circular_insula_ant,G_temporal_middle,0.118
S_circular_insula_inf,G_temporal_middle,0.174
G_insular_short,G_temporal_middle,0.109
G_Ins_lg_and_S_cent_ins,G_temporal_middle,0.1375
S_precentral-sup-part,G_temporal_middle,0.002
S_precentral-inf-part,G_temporal_middle,0.056
S_postcentral,G_temporal_middle,0.076
G_and_S_subcentral,G_temporal_middle,0.10450000000000001
S_central,G_temporal_middle,0.028999999999999998
G_postcentral,G_temporal_middle,0.0395
G_and_S_paracentral,G_temporal_middle,0.0065
G_precentral,G_temporal_middle,0.0375
G_oc-temp_med-Lingual,G_temporal_middle,0.0435
S_oc-temp_med_and_Lingual,G_temporal_middle,0.11599999999999999
S_oc-temp_lat,G_temporal_middle,0.20650000000000002
G_oc-temp_lat-fusifor,G_temporal_middle,0.1545
S_collat_transv_post,G_temporal_middle,0.08499999999999999
S_collat_transv_ant,G_temporal_middle,0.2185
Pole_temporal,G_temporal_middle,0.1265
G_oc-temp_med-Parahip,G_temporal_middle,0.1725
PosteroHippocampus,G_temporal_middle,0.184
Hippocampus,G_temporal_middle,0.1265
AnteroHippocampus,G_temporal_middle,0.14250000000000002
Amygdala,G_temporal_middle,0.123
S_temporal_transverse,G_temporal_middle,0.2665
S_temporal_inf,G_temporal_middle,0.28150000000000003
G_temporal_middle,G_temporal_middle,0.2955
G_temporal_inf,G_temporal_middle,0.27849999999999997
G_temp_sup-Plan_tempo,G_temporal_middle,0.2435
G_temp_sup-Plan_polar,G_temporal_middle,0.1845
G_temp_sup-Lateral,G_temporal_middle,0.225
G_temp_sup-G_T_transv,G_temporal_middle,0.1835
S_temporal_sup,G_temporal_middle,0.2805
G_and_S_cingul-Ant,G_temporal_middle,0.047
G_and_S_cingul-Mid-Ant,G_temporal_middle,0.03
G_and_S_cingul-Mid-Post,G_temporal_middle,0.0375
S_cingul-Marginalis,G_temporal_middle,0.036
G_cingul-Post-ventral,G_temporal_middle,0.17049999999999998
S_pericallosal,G_temporal_middle,0.0655
G_cingul-Post-dorsal,G_temporal_middle,0.0835
S_parieto_occipital,G_temporal_middle,0.05
S_subparietal,G_temporal_middle,0.08249999999999999
S_intrapariet_and_P_trans,G_temporal_middle,0.0665
G_pariet_inf-Angular,G_temporal_middle,0.0775
G_parietal_sup,G_temporal_middle,0.0315
G_pariet_inf-Supramar,G_temporal_middle,0.1095
S_interm_prim-Jensen,G_temporal_middle,0.0795
G_and_S_occipital_inf,G_temporal_middle,0.1285
G_occipital_middle,G_temporal_middle,0.0485
G_occipital_sup,G_temporal_middle,0.08499999999999999
Pole_occipital,G_temporal_middle,0.0265
S_calcarine,G_temporal_middle,0.05
S_oc_middle_and_Lunatus,G_temporal_middle,0.0325
S_oc_sup_and_transversal,G_temporal_middle,0.0475
S_occipital_ant,G_temporal_middle,0.153
G_front_inf-Triangul,G_temporal_inf,0.0765
G_front_middle,G_temporal_inf,0.019
G_front_sup,G_temporal_inf,0.0325
Lat_Fis-ant-Horizont,G_temporal_inf,0.08549999999999999
Lat_Fis-ant-Vertical,G_temporal_inf,0.033
Lat_Fis-post,G_temporal_inf,0.148
S_front_inf,G_temporal_inf,0.077
S_front_middle,G_temporal_inf,0.0065
S_front_sup,G_temporal_inf,0.0335
G_front_inf-Orbital,G_temporal_inf,0.0955
G_front_inf-Opercular,G_temporal_inf,0.058
G_and_S_frontomargin,G_temporal_inf,0.009
G_orbital,G_temporal_inf,0.0335
G_rectus,G_temporal_inf,0.032
G_subcallosal,G_temporal_inf,0.15
S_orbital_lateral,G_temporal_inf,0.014
S_orbital_med-olfact,G_temporal_inf,0.0475
S_orbital-H_Shaped,G_temporal_inf,0.0415
S_suborbital,G_temporal_inf,0.07050000000000001
S_circular_insula_sup,G_temporal_inf,0.07300000000000001
S_circular_insula_ant,G_temporal_inf,0.017
S_circular_insula_inf,G_temporal_inf,0.10450000000000001
G_insular_short,G_temporal_inf,0.07100000000000001
G_Ins_lg_and_S_cent_ins,G_temporal_inf,0.10650000000000001
S_precentral-sup-part,G_temporal_inf,0.0115
S_precentral-inf-part,G_temporal_inf,0.037500000000000006
S_postcentral,G_temporal_inf,0.108
G_and_S_subcentral,G_temporal_inf,0.0545
S_central,G_temporal_inf,0.037
G_postcentral,G_temporal_inf,0.0
G_and_S_paracentral,G_temporal_inf,0.027
G_precentral,G_temporal_inf,0.007
G_oc-temp_med-Lingual,G_temporal_inf,0.0475
S_oc-temp_med_and_Lingual,G_temporal_inf,0.16399999999999998
S_oc-temp_lat,G_temporal_inf,0.4
G_oc-temp_lat-fusifor,G_temporal_inf,0.26749999999999996
S_collat_transv_post,G_temporal_inf,0.076
S_collat_transv_ant,G_temporal_inf,0.309
Pole_temporal,G_temporal_inf,0.16
G_oc-temp_med-Parahip,G_temporal_inf,0.16999999999999998
PosteroHippocampus,G_temporal_inf,0.196
Hippocampus,G_temporal_inf,0.128
AnteroHippocampus,G_temporal_inf,0.1355
Amygdala,G_temporal_inf,0.10300000000000001
S_temporal_transverse,G_temporal_inf,0.11049999999999999
S_temporal_inf,G_temporal_inf,0.2515
G_temporal_middle,G_temporal_inf,0.1985
G_temporal_inf,G_temporal_inf,0.3275
G_temp_sup-Plan_tempo,G_temporal_inf,0.17149999999999999
G_temp_sup-Plan_polar,G_temporal_inf,0.07
G_temp_sup-Lateral,G_temporal_inf,0.10849999999999999
G_temp_sup-G_T_transv,G_temporal_inf,0.07300000000000001
S_temporal_sup,G_temporal_inf,0.177
G_and_S_cingul-Ant,G_temporal_inf,0.0245
G_and_S_cingul-Mid-Ant,G_temporal_inf,0.013500000000000002
G_and_S_cingul-Mid-Post,G_temporal_inf,0.0055
S_cingul-Marginalis,G_temporal_inf,0.0365
G_cingul-Post-ventral,G_temporal_inf,0.211
S_pericallosal,G_temporal_inf,0.0515
G_cingul-Post-dorsal,G_temporal_inf,0.047
S_parieto_occipital,G_temporal_inf,0.041499999999999995
S_subparietal,G_temporal_inf,0.036500000000000005
S_intrapariet_and_P_trans,G_temporal_inf,0.076
G_pariet_inf-Angular,G_temporal_inf,0.0725
G_parietal_sup,G_temporal_inf,0.06
G_pariet_inf-Supramar,G_temporal_inf,0.0545
S_interm_prim-Jensen,G_temporal_inf,0.0575
G_and_S_occipital_inf,G_temporal_inf,0.22799999999999998
G_occipital_middle,G_temporal_inf,0.0495
G_occipital_sup,G_temporal_inf,0.0345
Pole_occipital,G_temporal_inf,0.043
S_calcarine,G_temporal_inf,0.055499999999999994
S_oc_middle_and_Lunatus,G_temporal_inf,0.044
S_oc_sup_and_transversal,G_temporal_inf,0.113
S_occipital_ant,G_temporal_inf,0.2835
G_front_inf-Triangul,G_temp_sup-Plan_tempo,0.097
G_front_middle,G_temp_sup-Plan_tempo,0.055
G_front_sup,G_temp_sup-Plan_tempo,0.018000000000000002
Lat_Fis-ant-Horizont,G_temp_sup-Plan_tempo,0.067
Lat_Fis-ant-Vertical,G_temp_sup-Plan_tempo,0.076
Lat_Fis-post,G_temp_sup-Plan_tempo,0.5609999999999999
S_front_inf,G_temp_sup-Plan_tempo,0.076
S_front_middle,G_temp_sup-Plan_tempo,0.0435
S_front_sup,G_temp_sup-Plan_tempo,0.051500000000000004
G_front_inf-Orbital,G_temp_sup-Plan_tempo,0.025
G_front_inf-Opercular,G_temp_sup-Plan_tempo,0.125
G_and_S_frontomargin,G_temp_sup-Plan_tempo,
G_orbital,G_temp_sup-Plan_tempo,0.003
G_rectus,G_temp_sup-Plan_tempo,0.044
G_subcallosal,G_temp_sup-Plan_tempo,
S_orbital_lateral,G_temp_sup-Plan_tempo,0.0
S_orbital_med-olfact,G_temp_sup-Plan_tempo,0.0105
S_orbital-H_Shaped,G_temp_sup-Plan_tempo,0.002
S_suborbital,G_temp_sup-Plan_tempo,0.0435
S_circular_insula_sup,G_temp_sup-Plan_tempo,0.1835
S_circular_insula_ant,G_temp_sup-Plan_tempo,0.034
S_circular_insula_inf,G_temp_sup-Plan_tempo,0.3225
G_insular_short,G_temp_sup-Plan_tempo,0.051000000000000004
G_Ins_lg_and_S_cent_ins,G_temp_sup-Plan_tempo,0.1865
S_precentral-sup-part,G_temp_sup-Plan_tempo,0.10450000000000001
S_precentral-inf-part,G_temp_sup-Plan_tempo,0.235
S_postcentral,G_temp_sup-Plan_tempo,0.1925
G_and_S_subcentral,G_temp_sup-Plan_tempo,0.3215
S_central,G_temp_sup-Plan_tempo,0.069
G_postcentral,G_temp_sup-Plan_tempo,0.06949999999999999
G_and_S_paracentral,G_temp_sup-Plan_tempo,0.0265
G_precentral,G_temp_sup-Plan_tempo,0.108
G_oc-temp_med-Lingual,G_temp_sup-Plan_tempo,0.025500000000000002
S_oc-temp_med_and_Lingual,G_temp_sup-Plan_tempo,0.046
S_oc-temp_lat,G_temp_sup-Plan_tempo,0.1785
G_oc-temp_lat-fusifor,G_temp_sup-Plan_tempo,0.07400000000000001
S_collat_transv_post,G_temp_sup-Plan_tempo,0.057999999999999996
S_collat_transv_ant,G_temp_sup-Plan_tempo,0.132
Pole_temporal,G_temp_sup-Plan_tempo,0.06
G_oc-temp_med-Parahip,G_temp_sup-Plan_tempo,0.0475
PosteroHippocampus,G_temp_sup-Plan_tempo,0.097
Hippocampus,G_temp_sup-Plan_tempo,0.058
AnteroHippocampus,G_temp_sup-Plan_tempo,0.054
Amygdala,G_temp_sup-Plan_tempo,0.026000000000000002
S_temporal_transverse,G_temp_sup-Plan_tempo,0.6835
S_temporal_inf,G_temp_sup-Plan_tempo,0.1515
G_temporal_middle,G_temp_sup-Plan_tempo,0.17049999999999998
G_temporal_inf,G_temp_sup-Plan_tempo,0.14250000000000002
G_temp_sup-Plan_tempo,G_temp_sup-Plan_tempo,0.6775
G_temp_sup-Plan_polar,G_temp_sup-Plan_tempo,0.14150000000000001
G_temp_sup-Lateral,G_temp_sup-Plan_tempo,0.33199999999999996
G_temp_sup-G_T_transv,G_temp_sup-Plan_tempo,0.5315000000000001
S_temporal_sup,G_temp_sup-Plan_tempo,0.262
G_and_S_cingul-Ant,G_temp_sup-Plan_tempo,0.036000000000000004
G_and_S_cingul-Mid-Ant,G_temp_sup-Plan_tempo,0.07
G_and_S_cingul-Mid-Post,G_temp_sup-Plan_tempo,0.025500000000000002
S_cingul-Marginalis,G_temp_sup-Plan_tempo,0.1245
G_cingul-Post-ventral,G_temp_sup-Plan_tempo,0.0165
S_pericallosal,G_temp_sup-Plan_tempo,0.15
G_cingul-Post-dorsal,G_temp_sup-Plan_tempo,0.046
S_parieto_occipital,G_temp_sup-Plan_tempo,0.045
S_subparietal,G_temp_sup-Plan_tempo,0.10350000000000001
S_intrapariet_and_P_trans,G_temp_sup-Plan_tempo,0.082
G_pariet_inf-Angular,G_temp_sup-Plan_tempo,0.06
G_parietal_sup,G_temp_sup-Plan_tempo,0.024
G_pariet_inf-Supramar,G_temp_sup-Plan_tempo,0.3525
S_interm_prim-Jensen,G_temp_sup-Plan_tempo,0.244
G_and_S_occipital_inf,G_temp_sup-Plan_tempo,0.039
G_occipital_middle,G_temp_sup-Plan_tempo,0.037
G_occipital_sup,G_temp_sup-Plan_tempo,0.0475
Pole_occipital,G_temp_sup-Plan_tempo,0.0
S_calcarine,G_temp_sup-Plan_tempo,0.038
S_oc_middle_and_Lunatus,G_temp_sup-Plan_tempo,0.042499999999999996
S_oc_sup_and_transversal,G_temp_sup-Plan_tempo,0.034999999999999996
S_occipital_ant,G_temp_sup-Plan_tempo,0.083
G_front_inf-Triangul,G_temp_sup-Plan_polar,0.1005
G_front_middle,G_temp_sup-Plan_polar,0.013
G_front_sup,G_temp_sup-Plan_polar,0.0085
Lat_Fis-ant-Horizont,G_temp_sup-Plan_polar,0.20900000000000002
Lat_Fis-ant-Vertical,G_temp_sup-Plan_polar,0.22200000000000003
Lat_Fis-post,G_temp_sup-Plan_polar,0.11349999999999999
S_front_inf,G_temp_sup-Plan_polar,0.0345
S_front_middle,G_temp_sup-Plan_polar,0.0495
S_front_sup,G_temp_sup-Plan_polar,0.0105
G_front_inf-Orbital,G_temp_sup-Plan_polar,0.20950000000000002
G_front_inf-Opercular,G_temp_sup-Plan_polar,0.2465
G_and_S_frontomargin,G_temp_sup-Plan_polar,0.0675
G_orbital,G_temp_sup-Plan_polar,0.15
G_rectus,G_temp_sup-Plan_polar,0.039
G_subcallosal,G_temp_sup-Plan_polar,
S_orbital_lateral,G_temp_sup-Plan_polar,0.06
S_orbital_med-olfact,G_temp_sup-Plan_polar,0.050499999999999996
S_orbital-H_Shaped,G_temp_sup-Plan_polar,0.0935
S_suborbital,G_temp_sup-Plan_polar,0.020999999999999998
S_circular_insula_sup,G_temp_sup-Plan_polar,0.278
S_circular_insula_ant,G_temp_sup-Plan_polar,0.35950000000000004
S_circular_insula_inf,G_temp_sup-Plan_polar,0.34199999999999997
G_insular_short,G_temp_sup-Plan_polar,0.4125
G_Ins_lg_and_S_cent_ins,G_temp_sup-Plan_polar,0.4265
S_precentral-sup-part,G_temp_sup-Plan_polar,0.015
S_precentral-inf-part,G_temp_sup-Plan_polar,0.1425
S_postcentral,G_temp_sup-Plan_polar,0.0285
G_and_S_subcentral,G_temp_sup-Plan_polar,0.11449999999999999
S_central,G_temp_sup-Plan_polar,0.0135
G_postcentral,G_temp_sup-Plan_polar,0.029
G_and_S_paracentral,G_temp_sup-Plan_polar,0.0
G_precentral,G_temp_sup-Plan_polar,0.028499999999999998
G_oc-temp_med-Lingual,G_temp_sup-Plan_polar,0.005
S_oc-temp_med_and_Lingual,G_temp_sup-Plan_polar,0.040999999999999995
S_oc-temp_lat,G_temp_sup-Plan_polar,0.052
G_oc-temp_lat-fusifor,G_temp_sup-Plan_polar,0.0635
S_collat_transv_post,G_temp_sup-Plan_polar,0.1665
S_collat_transv_ant,G_temp_sup-Plan_polar,0.186
Pole_temporal,G_temp_sup-Plan_polar,0.259
G_oc-temp_med-Parahip,G_temp_sup-Plan_polar,0.2305
PosteroHippocampus,G_temp_sup-Plan_polar,0.10900000000000001
Hippocampus,G_temp_sup-Plan_polar,0.297
AnteroHippocampus,G_temp_sup-Plan_polar,0.181
Amygdala,G_temp_sup-Plan_polar,0.33699999999999997
S_temporal_transverse,G_temp_sup-Plan_polar,0.3035
S_temporal_inf,G_temp_sup-Plan_polar,0.0975
G_temporal_middle,G_temp_sup-Plan_polar,0.136
G_temporal_inf,G_temp_sup-Plan_polar,0.091
G_temp_sup-Plan_tempo,G_temp_sup-Plan_polar,0.15
G_temp_sup-Plan_polar,G_temp_sup-Plan_polar,0.5365
G_temp_sup-Lateral,G_temp_sup-Plan_polar,0.3155
G_temp_sup-G_T_transv,G_temp_sup-Plan_polar,0.2505
S_temporal_sup,G_temp_sup-Plan_polar,0.16999999999999998
G_and_S_cingul-Ant,G_temp_sup-Plan_polar,0.025
G_and_S_cingul-Mid-Ant,G_temp_sup-Plan_polar,0.027999999999999997
G_and_S_cingul-Mid-Post,G_temp_sup-Plan_polar,0.0165
S_cingul-Marginalis,G_temp_sup-Plan_polar,0.031
G_cingul-Post-ventral,G_temp_sup-Plan_polar,0.157
S_pericallosal,G_temp_sup-Plan_polar,0.048
G_cingul-Post-dorsal,G_temp_sup-Plan_polar,0.039
S_parieto_occipital,G_temp_sup-Plan_polar,0.0075
S_subparietal,G_temp_sup-Plan_polar,0.024
S_intrapariet_and_P_trans,G_temp_sup-Plan_polar,0.0135
G_pariet_inf-Angular,G_temp_sup-Plan_polar,0.005
G_parietal_sup,G_temp_sup-Plan_polar,0.0
G_pariet_inf-Supramar,G_temp_sup-Plan_polar,0.07
S_interm_prim-Jensen,G_temp_sup-Plan_polar,0.0615
G_and_S_occipital_inf,G_temp_sup-Plan_polar,0.019
G_occipital_middle,G_temp_sup-Plan_polar,0.008
G_occipital_sup,G_temp_sup-Plan_polar,0.0
Pole_occipital,G_temp_sup-Plan_polar,0.0
S_calcarine,G_temp_sup-Plan_polar,0.014499999999999999
S_oc_middle_and_Lunatus,G_temp_sup-Plan_polar,0.0
S_oc_sup_and_transversal,G_temp_sup-Plan_polar,0.011
S_occipital_ant,G_temp_sup-Plan_polar,0.012
G_front_inf-Triangul,G_temp_sup-Lateral,0.1205
G_front_middle,G_temp_sup-Lateral,0.0305
G_front_sup,G_temp_sup-Lateral,0.037000000000000005
Lat_Fis-ant-Horizont,G_temp_sup-Lateral,0.1005
Lat_Fis-ant-Vertical,G_temp_sup-Lateral,0.1215
Lat_Fis-post,G_temp_sup-Lateral,0.249
S_front_inf,G_temp_sup-Lateral,0.07400000000000001
S_front_middle,G_temp_sup-Lateral,0.0225
S_front_sup,G_temp_sup-Lateral,0.019999999999999997
G_front_inf-Orbital,G_temp_sup-Lateral,0.096
G_front_inf-Opercular,G_temp_sup-Lateral,0.1535
G_and_S_frontomargin,G_temp_sup-Lateral,0.019999999999999997
G_orbital,G_temp_sup-Lateral,0.0435
G_rectus,G_temp_sup-Lateral,0.055999999999999994
G_subcallosal,G_temp_sup-Lateral,0.075
S_orbital_lateral,G_temp_sup-Lateral,0.0365
S_orbital_med-olfact,G_temp_sup-Lateral,0.039
S_orbital-H_Shaped,G_temp_sup-Lateral,0.020499999999999997
S_suborbital,G_temp_sup-Lateral,0.025
S_circular_insula_sup,G_temp_sup-Lateral,0.1845
S_circular_insula_ant,G_temp_sup-Lateral,0.0625
S_circular_insula_inf,G_temp_sup-Lateral,0.3425
G_insular_short,G_temp_sup-Lateral,0.193
G_Ins_lg_and_S_cent_ins,G_temp_sup-Lateral,0.28800000000000003
S_precentral-sup-part,G_temp_sup-Lateral,0.040999999999999995
S_precentral-inf-part,G_temp_sup-Lateral,0.123
S_postcentral,G_temp_sup-Lateral,0.0425
G_and_S_subcentral,G_temp_sup-Lateral,0.213
S_central,G_temp_sup-Lateral,0.0625
G_postcentral,G_temp_sup-Lateral,0.0435
G_and_S_paracentral,G_temp_sup-Lateral,0.015
G_precentral,G_temp_sup-Lateral,0.0535
G_oc-temp_med-Lingual,G_temp_sup-Lateral,0.009999999999999998
S_oc-temp_med_and_Lingual,G_temp_sup-Lateral,0.0435
S_oc-temp_lat,G_temp_sup-Lateral,0.074
G_oc-temp_lat-fusifor,G_temp_sup-Lateral,0.0795
S_collat_transv_post,G_temp_sup-Lateral,0.0895
S_collat_transv_ant,G_temp_sup-Lateral,0.099
Pole_temporal,G_temp_sup-Lateral,0.0965
G_oc-temp_med-Parahip,G_temp_sup-Lateral,0.088
PosteroHippocampus,G_temp_sup-Lateral,0.10200000000000001
Hippocampus,G_temp_sup-Lateral,0.007
AnteroHippocampus,G_temp_sup-Lateral,0.07500000000000001
Amygdala,G_temp_sup-Lateral,0.094
S_temporal_transverse,G_temp_sup-Lateral,0.5615
S_temporal_inf,G_temp_sup-Lateral,0.119
G_temporal_middle,G_temp_sup-Lateral,0.1825
G_temporal_inf,G_temp_sup-Lateral,0.11000000000000001
G_temp_sup-Plan_tempo,G_temp_sup-Lateral,0.42400000000000004
G_temp_sup-Plan_polar,G_temp_sup-Lateral,0.3595
G_temp_sup-Lateral,G_temp_sup-Lateral,0.3355
G_temp_sup-G_T_transv,G_temp_sup-Lateral,0.541
S_temporal_sup,G_temp_sup-Lateral,0.2505
G_and_S_cingul-Ant,G_temp_sup-Lateral,0.026000000000000002
G_and_S_cingul-Mid-Ant,G_temp_sup-Lateral,0.014499999999999999
G_and_S_cingul-Mid-Post,G_temp_sup-Lateral,0.0135
S_cingul-Marginalis,G_temp_sup-Lateral,0.0295
G_cingul-Post-ventral,G_temp_sup-Lateral,0.1355
S_pericallosal,G_temp_sup-Lateral,0.0655
G_cingul-Post-dorsal,G_temp_sup-Lateral,0.0465
S_parieto_occipital,G_temp_sup-Lateral,0.046
S_subparietal,G_temp_sup-Lateral,0.0405
S_intrapariet_and_P_trans,G_temp_sup-Lateral,0.035
G_pariet_inf-Angular,G_temp_sup-Lateral,0.0535
G_parietal_sup,G_temp_sup-Lateral,0.008
G_pariet_inf-Supramar,G_temp_sup-Lateral,0.1305
S_interm_prim-Jensen,G_temp_sup-Lateral,0.2445
G_and_S_occipital_inf,G_temp_sup-Lateral,0.049
G_occipital_middle,G_temp_sup-Lateral,0.036000000000000004
G_occipital_sup,G_temp_sup-Lateral,0.0
Pole_occipital,G_temp_sup-Lateral,0.006500000000000001
S_calcarine,G_temp_sup-Lateral,0.0235
S_oc_middle_and_Lunatus,G_temp_sup-Lateral,0.009
S_oc_sup_and_transversal,G_temp_sup-Lateral,0.006
S_occipital_ant,G_temp_sup-Lateral,0.0615
G_front_inf-Triangul,G_temp_sup-G_T_transv,0.027
G_front_middle,G_temp_sup-G_T_transv,0.011
G_front_sup,G_temp_sup-G_T_transv,0.0
Lat_Fis-ant-Horizont,G_temp_sup-G_T_transv,0.019
Lat_Fis-ant-Vertical,G_temp_sup-G_T_transv,0.011
Lat_Fis-post,G_temp_sup-G_T_transv,0.512
S_front_inf,G_temp_sup-G_T_transv,0.079
S_front_middle,G_temp_sup-G_T_transv,0.015
S_front_sup,G_temp_sup-G_T_transv,0.0075
G_front_inf-Orbital,G_temp_sup-G_T_transv,0.031
G_front_inf-Opercular,G_temp_sup-G_T_transv,0.152
G_and_S_frontomargin,G_temp_sup-G_T_transv,0.0
G_orbital,G_temp_sup-G_T_transv,0.0245
G_rectus,G_temp_sup-G_T_transv,0.01
G_subcallosal,G_temp_sup-G_T_transv,
S_orbital_lateral,G_temp_sup-G_T_transv,0.0
S_orbital_med-olfact,G_temp_sup-G_T_transv,0.0075
S_orbital-H_Shaped,G_temp_sup-G_T_transv,0.02
